~from,~to
91487,118939
79972,140475
48620,111680
18401,5724
10416,8201
135226,108634
105705,10820
93488,10820
114711,33248
86123,4926
117660,56015
55973,84251
60179,130880
76,95249
57210,111477
120730,140532
93512,1169
57393,140579
1747,96540
6422,50747
43371,77094
141021,97411
54120,73807
126029,51570
1711,107809
25676,16904
114495,34040
142660,52886
95573,99176
34842,141659
60255,89867
121416,25484
92010,45412
61745,125675
49036,105395
105525,136572
58422,18389
59047,95129
97726,22643
128365,22643
35018,22643
117919,10617
19252,103122
129785,24260
48507,79128
32881,53079
65533,142590
9278,23283
19719,121365
79794,62480
12807,134521
119122,119081
79578,55385
24517,23093
131167,63360
16345,20837
102561,82723
57064,62932
12807,105965
106180,46712
109777,24236
55765,77452
117274,139362
78426,139362
111694,56605
29436,14678
36461,109899
57887,95666
94477,64713
78716,64713
45540,64713
54520,60490
86606,35229
105525,33882
49026,118422
10416,56101
31813,19489
126229,65984
33673,132279
28814,95100
21530,55202
128447,55202
7124,24820
112044,85801
107067,107718
56069,123545
43321,70412
58936,95192
109116,107993
101505,62516
105152,29756
25071,29756
13946,79120
65392,114608
32247,114608
60917,114608
12530,50251
38952,46373
80150,115574
98793,115574
37953,99220
59755,57943
20270,4224
129791,107852
75307,107852
51451,53355
106551,49100
94787,27742
116234,103582
64230,106206
117229,41542
28127,123503
18914,82631
8150,82631
122854,84292
52899,39755
62250,51505
68875,60468
100728,30383
61269,34328
24517,1147
2478,104254
129225,17772
60342,22818
102523,142868
123937,84421
69175,17139
79082,17139
27126,14906
138214,109963
109544,106166
4800,97827
109630,11810
138816,135921
93740,51345
46241,51345
17863,70695
117270,69484
138998,133067
49206,56098
95807,22002
12309,78299
64433,57363
28209,56214
113630,97717
80598,24796
43851,22344
31813,22913
62153,12694
123937,115599
57887,12979
129225,82794
121749,111067
30772,13546
20488,127760
37518,95966
86136,70564
130492,99139
130846,106017
45637,106017
80472,106017
22519,106017
35018,130932
112805,87142
29436,10460
141782,6952
114495,13919
92424,16816
98714,39597
57393,49400
3365,17292
104834,121666
105683,121666
114700,118700
25676,118700
103676,76064
94774,76064
101505,30796
32899,83576
58984,77096
126192,78343
137349,28059
7980,124550
136267,17013
59610,52723
143804,75585
56204,81068
16345,118488
46251,16322
14323,96324
13377,53143
110136,123838
8324,104345
68109,135484
90224,129745
125298,71452
123694,28241
58163,101526
137446,44586
48801,3183
117797,15477
119936,37729
73901,11925
26320,39728
74689,136657
61087,64397
57321,119064
10416,54049
25071,120794
129966,120794
110116,11080
52816,40071
106279,40071
21861,67937
103245,32022
16595,40188
20832,64704
82877,36814
27962,79542
125298,85005
20478,85005
53407,67527
105525,106343
61977,36860
18578,51783
117804,51783
4136,119454
126375,143232
58936,143232
32632,106795
33300,131056
104032,121683
140659,82321
86252,68827
12309,5624
42439,64924
5959,107705
103926,45300
133852,45300
84185,84185
5733,34778
103428,78141
72119,125751
33917,59629
142878,61046
83717,123575
74689,34442
112762,547
82541,547
79794,87690
80150,87690
87696,103876
126074,103876
108644,34088
6680,119888
110897,9260
78716,88807
118164,95416
101120,89599
125298,129058
125337,105841
71111,105841
139286,73380
18290,52155
95734,57459
73901,105646
130074,26449
58178,26449
88254,91481
102561,50710
7682,102391
50142,60060
193,119174
140766,65092
84986,3678
5959,120595
32056,121132
95822,5428
73507,70581
136828,77583
29351,74949
133375,100675
73901,59151
61745,66570
35018,6753
142146,95548
32239,121975
118809,110549
67026,129250
68945,21191
113802,68123
105364,82134
110897,15659
98134,113300
21939,12127
126000,128919
24517,12893
132941,114565
53690,51671
77658,135426
72367,88440
7124,88173
8008,70350
63942,133376
33760,105981
69347,105981
133762,95846
39065,81826
110897,39033
70486,119341
25315,19295
97119,77644
105525,61042
135041,30662
69686,30662
107481,30662
110897,90121
53280,137724
16345,137724
129180,112316
64510,10584
52246,72902
134925,120363
54770,75780
13377,107266
200,83569
67167,139630
57578,51853
22432,15438
43503,75880
78967,138619
69175,31280
73901,33528
90224,55875
143317,60540
35704,60540
24174,89321
108428,124151
85456,121764
117429,126136
94216,130392
138728,93845
110897,2870
113558,134230
3035,106459
34961,41745
61269,108510
92265,2749
102168,68147
29747,58100
7124,58100
7100,89545
97431,4295
7407,135376
33917,16345
72877,16345
50299,107692
70992,66275
62250,13300
29965,37250
140619,123578
98689,139368
9125,139368
78716,128929
21556,68096
136419,26177
116496,142016
123937,12804
31107,77629
105152,143555
72224,16108
121152,92252
118164,50808
140543,71660
34209,13575
115761,85466
58422,34680
97574,69231
77202,99099
133652,136714
92438,136714
112092,128159
59820,82088
102523,88689
26320,138064
21861,119646
23674,119646
67858,11388
5821,11388
142003,11388
97778,11388
94862,11388
137832,11388
40521,73865
98421,7047
117662,13136
19076,88687
73034,110845
138177,142520
62622,130151
17273,14878
38446,33104
125370,61441
73440,52925
82834,52925
47961,52925
67044,15580
113790,111271
115919,104646
25713,128271
135417,113280
8328,7372
35641,105456
8150,32481
54246,100136
80472,123891
82485,22125
47063,64023
108688,110405
5944,56604
76813,85642
102523,47828
62613,104222
61269,141579
28626,139854
43371,58607
69175,88915
105705,88915
57618,134589
32663,48578
56073,131839
46097,45191
104032,78138
43638,67569
7473,19706
71367,9324
60667,94477
36251,94477
25855,25855
64413,88835
38076,133063
28626,103773
100983,48438
27537,103490
118092,109299
38421,99826
136419,143423
47063,122625
27126,31937
103444,31937
30279,45843
25855,45843
8227,22803
90868,87227
107067,6065
17176,70483
61853,43217
64230,142606
61269,11198
59820,117345
142497,132364
105525,107611
17863,81208
136376,93172
98181,94230
98714,5181
98181,134936
117919,38514
112413,121178
137698,85786
91093,61255
35569,127569
111767,53094
65167,141197
93043,67268
19904,67268
110278,138584
16345,87696
38709,29208
47498,40289
103606,40289
94028,99949
141782,141949
35018,82533
72328,132364
58801,86107
27196,59583
40324,1499
100942,141576
7124,141576
45923,109459
118448,72299
124016,21404
2492,119842
68301,1425
54770,63287
94090,57335
54843,67811
130078,16034
50906,42538
120129,80319
124832,79678
83421,67549
134944,53141
21456,141900
43655,139258
109380,117401
39457,124356
31935,32109
109574,36374
48027,43706
83421,139969
126596,14794
105280,29060
17427,29060
35018,33633
109630,115611
79578,93894
104032,50677
101355,89628
101980,114734
15518,113944
100938,40298
49891,86337
94264,86337
133522,3406
19891,69812
79082,102801
67438,41619
21767,116117
123022,128615
135538,12572
93177,61369
57887,112028
102138,18866
43371,3341
90499,8600
87097,82167
68203,78036
31707,99786
122988,70749
27744,112613
2227,28505
14472,125060
124016,125060
11405,67424
64887,136850
303,128631
112805,59102
37953,7937
109544,4202
132190,106355
137038,98475
136351,98860
112199,2096
60963,44159
16595,38903
104032,86190
130828,131423
22432,32561
135417,130074
7293,127311
90607,99923
69175,12930
29990,38310
142660,38310
28829,104189
63725,77243
43131,24537
82485,8652
28098,105708
71111,105708
98998,93162
75307,126349
59047,131096
129225,107754
65167,51886
72877,51886
98181,121546
55033,38396
79972,26575
115814,9688
79082,67079
63942,18258
80472,127572
64433,24129
63914,123163
68203,44098
10416,66887
135220,36624
93406,26910
31707,75198
23327,75198
140178,99506
104455,48881
107481,46292
16345,66107
86051,893
132445,23202
37197,95368
30451,2
113790,1375
31141,55754
111767,110979
124016,123369
47498,28394
87084,17538
57887,6301
131167,140897
16725,129795
114495,37406
53535,138666
48507,24196
94609,115687
53690,115980
61269,93829
51451,58942
63942,90943
69159,40592
28814,81058
103926,22914
46241,71754
142146,111924
77308,111924
39339,45993
71385,69782
88398,122718
3393,134388
77401,134388
28098,32663
52653,69376
52816,69376
43638,55943
51451,35998
130918,76164
124823,32445
104032,59584
25895,79130
57445,23534
37692,37244
140047,54335
110441,4222
82485,14113
12377,91456
113872,14938
103206,131774
11420,114108
22019,127626
79794,143445
60342,76344
5944,123104
11420,37800
48396,98131
86807,86187
134807,55310
42432,55310
8620,20391
105525,95831
105525,54450
6742,85549
47063,85549
20718,85549
20165,134504
58801,113412
123722,114953
119088,63413
11273,63413
92265,29537
61340,85549
55550,112454
110842,19350
94073,129990
39379,129990
70992,129990
55550,20996
74055,93413
129225,130769
109373,140609
28829,71305
87976,44609
19277,69249
15811,69249
31141,130631
19157,38120
134144,72677
128908,73089
123722,40608
109585,23203
16345,48874
106623,21412
28335,21412
37853,60747
65742,57541
87696,69911
23028,101311
69615,102259
93488,102259
141616,101120
17427,59278
48746,54966
31897,110750
116882,139855
23128,137578
77,46428
22559,79280
142878,105277
33862,82927
61629,130020
113630,111248
30772,37283
106180,66804
69020,66804
115298,12832
84006,27622
47745,112246
61817,112246
108657,112246
70486,71281
62622,90002
75307,27424
42623,31444
94264,89154
115761,32121
67540,84496
90224,49027
87084,69937
63725,15672
82260,4515
53064,80445
4833,80445
45291,80445
85281,80445
52899,31250
80868,71817
32239,141504
11420,48546
43935,38423
32556,38423
28829,25214
47140,122064
142770,134423
7905,135126
116234,96781
49992,115118
84840,47707
36763,80411
78967,111362
125298,38887
86545,66768
13941,46989
117641,40167
43723,142858
133742,137580
140705,32200
59279,59279
39379,59279
61340,26161
16345,79701
138114,79701
34937,821
108882,82478
78521,18427
85256,1638
131084,8756
129844,101830
136419,126323
33673,141126
5677,141126
100938,135769
47498,69585
24446,8249
141616,36253
60409,95331
19252,114475
53767,97299
22006,4712
61269,27003
200,83511
127695,5246
67540,37187
94090,14941
33544,51627
31545,95912
54949,72409
89922,142891
32239,34809
54648,18020
57216,74521
86807,62060
79453,70778
97955,128158
81155,119221
94028,20284
29351,83397
94983,133576
86906,7050
1672,93782
2478,43761
75927,57081
93740,127130
112035,103045
42439,117608
122452,9699
35991,75280
69175,1659
17427,94200
66678,123507
112044,45136
32663,87264
20224,78702
116732,66804
142878,56117
28560,78256
20718,32346
58936,22263
29436,22263
18066,50667
33686,57554
48640,16946
103606,143193
86906,125579
115106,128923
44606,113943
130104,1002
112035,12870
18410,39527
92653,39527
61269,131443
25855,81324
105525,124849
3035,88585
133063,104759
122452,134594
90567,90567
20318,90567
72391,86936
82120,98597
43655,42280
130347,63679
96231,9572
56501,89448
102779,141333
22519,56597
125298,16048
14323,7471
64433,7471
111716,80760
61340,12600
32239,134702
3709,74149
133871,74149
135166,142949
143500,26872
115715,26872
5370,109246
120496,130409
98793,8487
7925,133828
72215,90136
121275,82796
90607,82796
44013,63543
134070,47220
125205,47591
78716,119933
20912,142454
57216,1639
39545,83119
94362,83119
4833,57432
61269,6256
33300,86341
50036,4848
140013,121458
7443,39456
25895,120885
101706,54899
112838,96619
138007,11369
109574,45546
29436,136591
110931,35574
59755,39632
25166,50543
58801,68118
134070,9376
115761,90923
102398,75609
141144,75609
49857,62678
134656,106025
38503,22693
105705,35252
80598,84420
47714,100932
59279,52653
126103,101638
87813,33595
109380,33595
130492,13965
102523,76007
102523,98486
18914,30634
123561,30634
31897,18059
137038,137038
3642,84946
65742,105383
7980,73937
70486,100920
106238,39572
49249,39572
55033,71223
87540,55564
121152,113978
35569,97835
8008,106728
39379,94653
7443,86099
112776,35368
17190,40239
126000,72372
48502,30729
20630,118215
131974,26247
44013,8722
6708,114353
109905,104742
130074,60737
31545,60737
100497,105218
21456,106528
23519,40151
78426,5099
119100,76850
15085,87753
89999,120201
30279,128442
112225,130377
134144,114222
17459,136312
67026,18327
100420,42590
2492,128414
35078,96553
52899,46661
71207,112299
99429,124024
112840,119230
48303,86475
74013,48132
35018,86478
120764,46809
121029,135806
94280,60070
112962,80298
20165,51417
31950,127239
140319,4594
34817,77126
84152,119457
47714,90341
73034,141551
79578,16136
110441,42402
74055,42402
138274,56726
23923,110069
81155,110069
33686,31349
70486,125921
5733,121317
140543,141224
70471,59505
94216,2028
73901,73901
73901,46755
119325,19867
85256,110577
66704,137500
46509,138410
40705,138410
112805,62447
116234,91622
67253,88219
136267,93210
112701,50882
99480,50882
97923,113952
75432,107257
126000,31608
7443,71175
47424,31552
123022,36080
93638,44989
60525,6003
32266,45970
7124,73571
23327,101794
135552,94624
42405,112829
35018,74355
123022,44536
44013,16104
90502,39904
5798,39904
61087,70274
43655,60129
93043,91084
52144,57381
76572,87584
138007,87251
111716,111716
110665,89381
23175,142261
67167,137048
36061,114470
14968,88387
83020,88387
135309,60654
4304,96056
8150,107532
67026,75287
33544,126887
128655,126887
72877,126887
94264,137880
11420,58936
52437,65224
13941,132017
83871,27158
27126,91507
7136,91507
110207,50882
25895,110369
130347,82718
112199,50898
80424,50898
23131,131669
53779,43303
88246,18603
18220,75157
27083,40487
39537,2432
93406,15224
8150,98525
72240,35442
18925,35442
126000,68588
43638,21685
53347,102051
2442,141540
130347,66758
8227,102662
108688,73269
3642,129234
97521,26560
19891,93595
106279,60364
61269,95080
283,74122
46241,74122
70286,42894
87351,22555
33406,128086
62496,66492
58042,66492
21263,77941
124302,25097
48507,12646
82811,9160
116420,81155
141616,114380
64578,63474
54115,41334
127695,60292
47719,85030
15144,83126
64510,22577
114495,2545
131786,138696
70992,118035
123173,141880
30094,9697
61629,100747
97578,107804
34937,102066
102523,85133
35935,102677
127226,137014
31935,57671
98091,1098
81236,128335
113405,82635
85456,16517
82188,65229
114635,95014
116960,95014
49036,8581
16345,112504
26274,60380
12530,60380
48507,61798
56496,138579
72240,126846
32266,126846
113558,15399
138114,2383
130986,106704
91013,22700
42439,107063
25071,77840
56974,119008
27744,47992
24427,81329
17427,81329
123722,111372
97521,30764
42432,121354
24789,134168
61519,27826
999,81469
141616,123908
117919,116780
126492,26522
67540,50538
5485,111532
68203,111532
140659,77514
8008,92981
84876,40378
88398,86906
33673,51468
134242,37899
47719,37899
77401,50016
141952,81995
111716,65282
80150,76546
51463,76546
21767,105628
39545,14273
103608,64845
106398,64845
54520,37861
53910,4174
92438,39943
68109,14336
97695,90881
57393,136773
129844,135130
10534,53255
100728,132229
34413,132229
84762,100802
73901,110952
130987,85817
106279,74533
131084,102989
47424,105718
111336,58530
44013,79568
115287,56693
41200,36267
50174,13608
69996,124634
40596,85366
70992,39479
44623,76421
38446,92981
11685,81953
55550,52673
33675,34611
104738,119370
7723,58892
55980,115684
79972,99727
140319,99727
57203,9653
33544,63278
38076,138212
114431,84943
34413,82064
107658,25445
3709,12183
54520,12183
79477,12183
27576,35284
139404,35284
65786,35284
119502,8309
83850,107649
10603,43079
124195,32703
134854,32703
138286,46801
64336,89527
39717,112605
48863,44996
62622,25581
48555,110612
125920,62245
52286,72056
106279,142318
83548,10399
13606,22964
102523,53750
33829,11288
116496,130992
24446,26952
3014,26952
38076,115182
60917,115182
21988,115167
124625,116538
46097,27434
21178,135132
32556,111054
64230,62105
64578,107900
73249,44878
68756,74336
14968,32167
19891,36492
13756,26559
114792,26559
95807,66874
96231,84150
18290,13636
97431,63814
104512,59987
68254,98430
38157,69419
115761,123435
128034,93938
122700,125887
23888,138360
46790,12821
125920,127916
88254,105206
28829,70265
74055,137705
56735,129547
112199,98599
108330,29594
142604,52690
72119,124633
1252,111865
56069,63629
58178,54218
84152,90217
18949,90611
65742,61541
97292,26038
57503,917
80532,113568
58801,32025
105738,139037
110136,107136
89508,73070
125298,127361
66447,8582
59864,19846
104455,18348
129893,36526
48507,77807
61269,15066
43655,105490
73507,57826
66301,39419
138816,108741
112154,108741
56149,132947
38446,126085
63914,59806
20165,136131
48507,66879
116234,122034
24290,142484
102523,13537
8008,117007
81155,46171
110897,45143
68410,15746
114818,59884
79794,59884
129966,55553
128610,91295
2134,32081
48801,25026
131078,53157
69848,25665
48585,23038
17273,30388
53411,45227
136267,22194
120794,49363
64413,125176
89047,88190
19120,88190
36538,95542
129307,23619
55550,23619
142732,15460
131974,108979
98181,42759
95593,91101
92010,34425
77632,19887
82120,20706
39769,20706
140319,20706
60963,22626
13576,62982
89999,920
114576,80876
61745,20881
33917,59451
63725,118756
17863,1910
35704,1910
72527,25471
138114,4064
128916,6709
47932,86422
49326,52981
109624,134202
103165,18432
43638,105302
8699,118857
122951,64352
102523,40319
129966,81868
59253,41597
48502,61990
66447,64238
138397,108355
92361,141981
126596,141981
56149,41596
105525,63273
131796,89604
114711,82476
84457,73106
110136,51739
18914,8046
25855,53291
28626,86188
135531,64133
130074,35794
4400,1268
74689,98342
49891,105098
134656,65940
136437,33270
35097,43708
118281,2079
72224,48709
77156,48030
76912,49513
18759,35453
3608,66821
100349,112584
58801,53893
46097,141601
98817,97287
21767,116017
17489,57085
123694,121517
69352,112768
31813,136542
73828,132931
35018,127133
100349,34556
81155,78351
100983,24135
80598,102026
130846,119813
113405,119813
73901,60956
139311,30807
54206,25437
61269,79880
45540,47082
112776,58646
107699,90937
121656,120278
105683,69522
122854,28180
42947,17014
125317,131180
99852,118137
12228,97623
3709,64119
17443,36577
18401,7221
78716,59717
81978,70565
85505,55985
68362,46976
84840,133113
45419,133113
23446,52526
8227,4524
42432,74933
93406,123579
84350,96605
116960,96605
29965,59714
80424,121061
61443,110568
104032,4164
119218,57897
116294,14950
131084,14447
23513,14447
123022,14447
21767,83430
101706,108981
30094,62021
54120,10750
110897,100943
93740,36185
70992,50245
48507,19671
70992,115531
36461,96274
51254,93556
82485,27063
129381,111364
141616,45635
96969,94193
10213,40194
121067,73462
42537,121599
18066,20896
126074,129987
63725,35585
57887,117144
131808,1898
114135,123492
22519,122146
112666,118485
105645,425
121224,125483
60963,37279
2390,71524
5827,127028
105683,2988
48333,85318
130808,52972
110454,84405
60951,51098
137667,67029
137587,135001
116234,26030
50428,10623
70392,2288
115908,2288
7473,76633
126749,79402
1706,49967
7682,82806
82260,62157
67275,61035
120309,131432
101505,131432
122700,140171
59102,52084
50317,45983
123135,91049
61853,107873
74930,67071
141782,122988
30244,44957
35704,89460
128412,111485
23313,29934
35018,53150
21530,141380
135309,141380
5944,53549
23550,62981
34733,89260
52510,73141
11384,100858
15500,7077
69314,71347
57609,79274
137698,7303
71985,48929
131439,112530
137349,21388
92475,21388
87097,21388
36763,130875
43851,130875
3852,119602
14226,112350
12530,109953
77688,74233
123937,124095
116234,54433
63725,102712
121152,131278
89508,106168
58936,44517
83689,27294
104032,134113
7136,134113
25855,104789
55467,114460
57618,55047
117660,106048
33673,107623
63725,97633
127551,98292
98583,48058
100728,87238
131084,87238
141616,9004
30094,73050
21263,100733
26906,134751
125298,59826
83717,74717
136111,72119
75775,58107
71207,129528
77405,11705
21861,120832
72240,96169
65167,96169
84212,56461
33686,100016
33917,44736
8699,3207
51254,27400
133762,109430
102523,28259
34413,18072
5944,57599
17863,39283
80424,103604
105525,26130
27744,90207
42537,26278
98635,98635
34817,46388
110102,141380
116234,5996
112199,115109
103444,103444
5733,142305
48139,42180
52899,109010
41459,117493
88729,84712
131641,40647
123722,131693
92584,138667
64972,24390
130987,72036
82485,81029
66678,124638
48303,124638
134925,104636
17443,83673
45952,77219
107452,95593
283,47427
95823,15018
8150,5966
23327,57618
66704,11477
93740,111108
130494,88688
140543,30915
34961,84358
37953,139891
84840,58965
65742,58965
102138,48779
27126,124700
35114,57264
21861,57264
72224,125351
48303,82260
77855,513
13377,89276
30094,51167
118809,51167
20832,131076
54520,77896
56069,136816
5733,109113
133787,81378
55977,22561
62190,62190
109116,13596
11273,51185
55550,65321
131345,88511
999,34740
71985,105940
136350,21562
136267,35077
129844,35077
12179,136063
82485,69725
113558,69725
118448,52505
120794,52505
111685,51546
73440,29828
71653,69417
112805,69417
50908,69417
44013,34474
102561,81165
60963,13169
116496,13948
106731,34219
35018,9481
130492,124896
18401,41162
131284,17413
21861,17413
8150,133261
86755,93458
88254,140343
10485,632
33736,138279
126461,81496
78845,125440
111767,6054
45546,53230
56069,85512
119936,98862
102523,68750
69159,5705
1186,51736
41438,51736
133570,79972
23674,79972
76611,79972
84876,129009
18066,54800
60525,108405
82705,108405
123236,62943
125317,102096
83871,24705
70992,94398
124823,8148
30246,42162
88375,127318
25895,81941
32663,103142
88254,81884
1577,49869
117804,61709
130828,35316
34041,48221
45291,99091
101706,14408
4862,37025
55550,76508
14472,34494
123722,22754
7124,134372
108980,36733
42537,102340
113558,46641
110102,123246
97119,125822
97955,65093
69159,129768
118448,70084
142604,117948
112154,18328
46509,102440
107067,108888
19252,58634
56501,86830
63445,141561
84006,78243
67540,106324
2009,91283
103165,110239
33917,8484
120129,12308
79578,54936
73182,40046
85256,42752
21861,101093
64647,12618
21497,108934
121152,71388
81978,140679
113630,88015
70040,98902
96548,80984
13152,129518
21484,87244
61745,41601
85256,123053
37953,19094
7491,56091
120129,93698
49190,41253
17499,27779
142878,18692
999,141654
125298,57179
97290,75969
8150,49204
33736,35896
70286,16962
113790,63217
133599,119071
55467,496
59755,51480
123561,51480
103428,104737
32556,143221
35935,80961
32927,19595
106420,41508
90153,78020
94264,78020
80472,106223
108509,50005
57298,39646
27172,122354
19277,116481
94264,80108
114818,86784
27744,33458
122988,95173
19891,118368
110665,20430
85256,80325
20718,61585
14323,73816
13836,128881
79082,14123
97019,13435
6701,80492
80039,3839
23519,128694
18891,31855
62015,3462
8150,16083
137802,75817
34209,75817
123908,21975
36251,61103
67026,61103
141395,16568
48801,56306
107067,24961
16070,57732
48168,57732
53543,126190
124969,83938
31107,84187
49982,40713
73182,143410
136350,38647
120551,138060
49036,60039
64483,138035
130828,83941
90682,38992
50580,139243
32247,76785
39339,43692
93406,55718
61269,46055
24988,24988
92361,24988
18791,68080
125968,42353
21497,66742
68088,90003
8620,90003
138669,90003
6422,22692
57321,68203
96968,4675
56316,44030
141782,34322
20912,13335
85505,15565
19856,138610
82485,9052
29715,130367
38322,15084
90153,80443
118164,89945
24493,5992
33932,87913
129893,7987
34937,17326
99302,36779
118092,101912
98817,139313
122452,3455
43655,118319
137802,132577
133375,53820
32883,94229
136320,97656
59864,1897
1252,26428
42623,128052
17273,126972
18759,35379
78860,25155
73901,89587
141532,99359
139811,130458
132803,54576
9589,121785
112805,114513
138864,70398
4031,143163
124832,48915
61519,65775
24790,78984
92265,59707
68203,26131
110897,41021
89215,2285
19252,142435
86755,68168
57887,67626
18925,115662
115298,109959
107496,128813
35126,55347
92203,75917
37440,113549
68254,29907
80472,71060
116294,40059
129225,99078
94510,93708
116960,7296
121275,143292
43162,143292
140766,143292
68183,64858
119218,78380
134317,99538
7124,62423
119955,71049
103428,100588
126492,59246
118092,13321
36762,19709
110102,47664
3642,124652
113405,84453
75307,95743
27744,27744
122104,47077
75307,49632
73034,82598
17320,111966
96908,133434
98791,5952
96882,123417
39379,26978
131084,3283
93858,3283
34937,67058
49026,67967
86755,80335
142732,73189
20666,13114
114495,67147
34056,28252
82100,79697
114477,79785
129966,3646
135801,3646
60179,54751
112962,44533
124373,111385
87224,15143
23519,89288
98134,82720
46586,121878
19305,77090
46790,35515
113558,40299
48507,5039
110665,6426
113790,128111
1164,36877
66447,35705
57204,85129
112962,29321
94216,109849
30246,9987
92265,88078
57432,100376
57503,25320
48396,107482
66406,132178
111509,91796
85256,139108
120794,137896
142604,97670
58936,97670
120309,97670
60179,84186
134815,14473
57887,60758
85256,83053
122452,74390
124294,142295
109630,7073
90607,71571
13225,103083
140178,103083
107496,50655
105683,68610
32663,106973
33026,45217
92203,34859
140766,133513
54770,102806
110170,27555
56974,11493
17499,39179
44517,48822
46790,109917
38503,92621
73901,58550
17443,85225
43410,47308
131924,66697
110136,125873
43851,17257
72981,65792
10485,119220
102523,27955
102590,114495
70549,114495
52653,101246
99423,52062
21767,132146
82485,48020
55033,27215
18401,13090
105152,38402
59820,107324
121152,128423
48507,13376
7723,90
126800,101388
6742,29448
64510,60436
92584,36702
64483,33851
76898,33851
97680,130789
111336,70759
105525,104580
105738,16703
138765,102849
125142,102849
94216,33801
76386,56388
104032,65230
101505,67576
77688,41031
19252,99088
98791,98130
110136,15631
30208,124758
11685,79071
9767,82996
110897,8666
136267,115346
52291,115346
118809,19022
21263,17152
134049,102176
120309,23140
11685,23140
126492,37008
112362,7043
69175,32342
133145,67245
77308,40435
111422,60442
64510,20577
93406,97268
109209,86564
67439,117127
136111,14073
107464,122307
63725,93045
133375,83274
60342,110839
86136,92962
27309,33696
60963,68945
31107,42265
36251,3459
61745,42341
105525,103675
48507,87995
84063,134822
62622,61608
70992,55971
92010,70769
24366,23392
75307,72545
72877,30286
125298,29903
10603,110532
35018,133818
86051,94770
27126,59383
123561,59383
103428,120613
140178,129002
143317,76374
7124,76374
35455,51412
124823,93354
49326,101073
43638,63921
71653,59007
112805,16109
46097,24487
76053,58017
5959,23359
52668,108242
63445,26996
62622,118268
8376,14073
112805,74569
24790,4867
118281,125587
64048,7120
19719,135457
12530,26085
69680,49321
79972,59783
93979,61184
22432,21007
55108,107495
112838,66118
11685,4810
123255,20781
85240,103175
16345,123037
133375,74885
15100,24921
24174,59361
77156,124857
99429,16232
44517,31897
109116,71441
96968,12161
38076,56995
83871,37505
130808,123005
95822,132733
93626,77718
14472,99079
114135,96221
129844,22393
117641,25756
56069,50869
139811,13118
54520,70599
9589,48057
53779,48175
48396,69405
32883,74532
136350,74532
27172,42096
25895,7426
92265,3938
130911,90613
6708,54817
120794,17423
113798,39536
26965,76686
13444,76686
31813,82808
48507,100768
102523,40003
61977,37504
86136,37504
104032,37504
87224,37504
7100,133362
6109,133362
17443,65096
5945,128247
94216,26483
28626,10853
60213,126261
72240,118838
35290,15339
10368,51743
85505,17662
110359,121557
2390,67108
109777,11029
92434,36141
110759,36141
78815,22087
110842,104812
18268,22618
94317,63792
120465,116953
22432,34599
23313,84920
19252,74040
47719,16164
23550,44773
45923,98596
76512,105674
67985,71026
51507,138670
74789,138670
7124,138670
106853,137346
132952,14599
129966,14599
16462,74163
136824,125503
38446,105468
35455,123033
34733,30041
31935,138370
89416,87773
7306,49663
74689,88314
64343,59344
74055,40128
22432,45440
136419,34285
101597,54663
106440,99306
68693,35426
51429,121486
111336,71258
36086,22381
128982,25326
97019,103159
25071,141287
131924,53071
104032,53071
110897,121370
83862,32447
122668,44292
107219,6826
81454,131309
88254,132004
112962,22953
15353,70013
15085,46083
109380,91422
121416,18593
18401,142109
138007,83270
32239,121931
37953,105921
137349,128983
112762,143959
2009,25548
33686,70118
73901,77878
92265,493
90156,35116
48396,138134
15811,17086
141782,122685
72487,95127
52816,74307
13335,20231
110116,139301
62015,56402
11685,87074
5798,29129
120525,62900
63725,92052
46241,130513
104032,28327
70992,38886
64510,130038
8150,98677
90736,987
131506,80263
13576,110854
22432,70638
14005,110299
18925,35995
126375,49518
120309,94102
19904,131662
117797,34409
76053,134231
141616,14811
16177,66296
17443,97754
68183,42541
112701,33784
6701,23568
105882,62962
32056,60131
112413,125037
28507,113143
59820,30818
29965,129608
4800,42780
84212,59702
68203,59702
77156,61678
32927,111702
70486,45625
31707,43260
32556,112169
69996,118363
17427,118363
46222,109551
13444,20221
81284,81585
17995,81585
138669,123235
115738,70680
139404,66656
58801,139269
116529,118868
120309,103801
27744,87666
110391,88574
62613,64173
8150,48917
28814,63714
87224,41513
45191,69530
50036,103841
136961,125924
23128,100819
48585,73368
48303,124081
2388,142982
200,92225
141616,88574
98421,90576
132962,134544
90489,143810
57581,56041
126326,80276
54520,26420
74055,139602
27126,35779
138103,35779
101505,115756
20832,111238
56069,84097
121638,100067
115270,139150
113499,88631
98201,117121
10603,62096
17863,104825
110897,102294
129844,92486
32881,52993
69680,43382
80472,35662
5944,43760
33736,69068
141616,126300
33686,16072
80188,139101
120129,52207
90682,108778
35018,125668
45738,34263
80039,74908
128034,104215
44013,122921
54770,143366
7537,82521
108644,102114
114792,102114
2492,102114
100983,16691
128031,16691
28829,23575
113277,58993
61745,79554
27126,119063
125205,119063
60539,22197
120794,57860
66406,15028
21939,66002
53860,127146
69159,111979
67439,77326
808,139611
113499,60417
42219,35287
15811,35287
126000,137663
40521,108577
135041,136563
140619,24603
110951,24603
17190,132070
35569,28193
71442,42949
128907,26097
63725,18307
116435,107298
58801,131063
135309,91057
68410,65758
1252,136784
597,115122
10485,24294
92189,123885
98134,80582
